바코드,제조사/유통사,제품명,판매가,사업자등록번호,적립 포인트,인증구분,적립율,시작일,마감일
8801051230260,(주)엘지생활건강,뉴퐁퐁 1kg,3000,,750,환경표지,0.25,2024-06-01,2025-08-27
8801051044409,(주)엘지생활건강,홈스타 오렌지파워액션 욕실+주방 세정제 500ml,3000,,750,환경표지,0.25,2024-06-01,2025-08-09
8801051331561,(주)엘지생활건강,엘지 아우라 에코 빅에그 방향제 피치향,3000,,750,환경표지,0.25,2024-06-01,2026-09-20
8801051331554,(주)엘지생활건강,엘지 아우라 에코 빅에그 방향제 라벤더향,3000,,750,환경표지,0.25,2024-06-01,2026-09-20
8801051340365,(주)엘지생활건강,엘지 아우라 에코 빅에그 방향제 린넨향,3000,,750,환경표지,0.25,2024-06-01,2026-09-20
8801051039429,(주)엘지생활건강,퐁퐁 천연 오렌지 오일 담은 친환경주방세제 기분 좋은 오렌,3040,107-81-98143,760,환경표지,0.25,2024-06-01,2025-08-27
8801051156935,(주)엘지생활건강,뉴퐁퐁 1.1L,3040,,760,환경표지,0.25,2024-06-01,2025-08-27
8801051039436,(주)엘지생활건강,천연오렌지오일담은 친환경주방세제 코코넛 1.2L,3040,107-81-98143,760,환경표지,0.25,2024-06-01,2025-08-27
8801051234093,(주)엘지생활건강,퐁퐁 레몬식초 1.2L 리필,3100,,770,환경표지,0.25,2024-06-01,2026-12-27
8801051009972,(주)엘지생활건강,뉴퐁퐁 더리미티드 1.8L,3500,,870,환경표지,0.25,2024-06-01,2025-08-27
8801051232288,(주)엘지생활건강,자연퐁 찌든때 걱정없는 솔잎 490ml(DP),4000,,1000,환경표지,0.25,2024-06-01,2027-03-31
8801051230406,(주)엘지생활건강,자연퐁 찌든때 걱정없는 솔잎 490ml(캡),4000,,1000,환경표지,0.25,2024-06-01,2027-03-31
8801051231878,(주)엘지생활건강,세이프 발아현미 580ml 리필,4100,107-81-98143,1020,환경표지,0.25,2024-06-01,2024-07-09
8801051231854,(주)엘지생활건강,세이프 발아현미 385ml 용기,4100,107-81-98143,1020,환경표지,0.25,2024-06-01,2024-07-09
8801051231847,(주)엘지생활건강,세이프 천연미네랄 580ml 리필,4100,107-81-98143,1020,환경표지,0.25,2024-06-01,2024-07-09
8801051231823,(주)엘지생활건강,세이프 천연미네랄 385ml 용기,4100,107-81-98143,1020,환경표지,0.25,2024-06-01,2024-07-09
8801051232295,(주)엘지생활건강,자연퐁 비린내 걱정없는 오렌지490ml DP,4500,107-81-98143,1120,환경표지,0.25,2024-06-01,2027-03-31
8801051230413,(주)엘지생활건강,자연퐁 비린내 걱정없는 오렌지490ml cap,4500,107-81-98143,1120,환경표지,0.25,2024-06-01,2027-03-31
8801051235388,(주)엘지생활건강,자연퐁 비린내 걱정없는 오렌지 리필 1.1L,4500,,1120,환경표지,0.25,2024-06-01,2024-08-17
8801051240320,(주)엘지생활건강,마더스노트로즈마리향_1.4L,4750,,1180,환경표지,0.25,2024-06-01,2024-08-17
8801051240252,(주)엘지생활건강,마더스노트자몽향_1.4L,4750,,1180,환경표지,0.25,2024-06-01,2024-08-17
8801051232394,(주)엘지생활건강,퐁퐁 베이킹소다 1.2L 리필,5500,,1370,환경표지,0.25,2024-06-01,2025-06-21
8801051234091,(주)엘지생활건강,퐁퐁 레몬식초 1.2L 리필,5500,,1370,환경표지,0.25,2024-06-01,2025-06-21
8801051234695,(주)엘지생활건강,퐁퐁 레몬식초 490mL,5750,,1430,환경표지,0.25,2024-06-01,2025-06-21
8801051009989,(주)엘지생활건강,뉴퐁퐁 2L,5800,,1450,환경표지,0.25,2024-06-01,2025-08-27
8801051232363,(주)엘지생활건강,퐁퐁 아침보리 1.2L 리필,5900,,1470,환경표지,0.25,2024-06-01,2027-03-08
8801051230284,(주)엘지생활건강,뉴퐁퐁 2kg,5900,,1470,환경표지,0.25,2024-06-01,2025-08-27
8801051093971,(주)엘지생활건강,홈스타 내추럭스 욕실용 세정제 구연산＆라벤더 750mL,6000,,1500,환경표지,0.25,2024-06-01,2025-07-26
8801051395686,(주)엘지생활건강,메소드 주방세제 리필1L (핑크),6900,,1720,환경표지,0.25,2024-06-01,2027-04-28
8801051395419,(주)엘지생활건강,메소드 주방세제 리필 1L (레몬),6900,,1720,환경표지,0.25,2024-06-01,2027-04-28
8801051231861,(주)엘지생활건강,세이프 발아현미 725ml 용기,6900,107-81-98143,1720,환경표지,0.25,2024-06-01,2024-09-08
8801051231830,(주)엘지생활건강,세이프 천연미네랄 725ml 용기,6900,107-81-98143,1720,환경표지,0.25,2024-06-01,2024-07-09
8801051034431,(주)엘지생활건강,퐁퐁레몬식초리필_2L,7450,,1860,환경표지,0.25,2024-06-01,2025-06-21
8801051034424,(주)엘지생활건강,퐁퐁베이킹소다리필_2L,7450,,1860,환경표지,0.25,2024-06-01,2025-06-21
8801051230451,(주)엘지생활건강,자연퐁 비린내 걱정없는 오렌지 1.18L,7500,107-81-98143,1870,환경표지,0.25,2024-06-01,2027-03-31
8801051234145,(주)엘지생활건강,세이프발아현미_1L,7500,,1870,환경표지,0.25,2024-06-01,2024-09-08
8801051234138,(주)엘지생활건강,세이프천연미네랄_1L,7500,,1870,환경표지,0.25,2024-06-01,2024-07-09
8801051154979,(주)엘지생활건강,세이프 천연미네랄 마일드 1.0L (a),7500,,1870,환경표지,0.25,2024-06-01,2024-07-09
8809949542181,(주)엘지생활건강,세이프 천연미네랄 오리지널 1.0L (a),7500,,1870,환경표지,0.25,2024-06-01,2024-07-09
8801051230437,(주)엘지생활건강,자연퐁 비린내 걱정없는 오렌지980ml DP,7900,107-81-98143,1970,환경표지,0.25,2024-06-01,2027-03-31
8801051230420,(주)엘지생활건강,자연퐁 찌든때 걱정없는 솔잎 980ml,7900,,1970,환경표지,0.25,2024-06-01,2027-03-31
8801051240269,(주)엘지생활건강,마더스노트로즈마리향_980ML,7900,,1970,환경표지,0.25,2024-06-01,2024-08-17
8801051240146,(주)엘지생활건강,마더스노트자몽향_980ML,7900,,1970,환경표지,0.25,2024-06-01,2024-08-17
8801051230444,(주)엘지생활건강,자연퐁 찌든때 걱정없는 솔잎 1.18L 리필,7900,,1970,환경표지,0.25,2024-06-01,2024-08-17
8801051108613,(주)엘지생활건강,자연퐁 스팀워시 주방세제 1L 애플 리필,7900,,1970,환경표지,0.25,2024-06-01,2026-11-23
8801051108606,(주)엘지생활건강,자연퐁 스팀워시 주방세제 1L 레몬 리필,7900,,1970,환경표지,0.25,2024-06-01,2026-11-23
8801051230291,(주)엘지생활건강,뉴퐁퐁 3kg,8000,,2000,환경표지,0.25,2024-06-01,2025-08-27
8801051232516,(주)엘지생활건강,퐁퐁 아침보리 3L,8720,,2180,환경표지,0.25,2024-06-01,2027-03-08
8801051034417,(주)엘지생활건강,퐁퐁 아침보리 2L 리필,8900,,2220,환경표지,0.25,2024-06-01,2027-03-08
8801051331547,(주)엘지생활건강,엘지 아우라 에코 미향탈취 방향제 린넨향 400mL,8900,,2220,환경표지,0.25,2024-06-01,2024-11-10
8801051086478,(주)엘지생활건강,자연퐁 뿌려쓰는 주방세제 레몬향,8900,,2220,환경표지,0.25,2024-06-01,2025-05-08
8801051086461,(주)엘지생활건강,자연퐁 뿌려쓰는 주방세제 애플향,8900,,2220,환경표지,0.25,2024-06-01,2025-05-08
8801051108644,(주)엘지생활건강,자연퐁 스팀워시 주방세제 750ML 애플 용기,8900,,2220,환경표지,0.25,2024-06-01,2026-11-23
8801051108637,(주)엘지생활건강,자연퐁 스팀워시 주방세제 750ML 레몬 용기,8900,,2220,환경표지,0.25,2024-06-01,2026-11-23
8801051230475,(주)엘지생활건강,자연퐁 비린내 걱정없는 오렌지 리필 1.4,9500,,2370,환경표지,0.25,2024-06-01,2027-03-31
8801051230468,(주)엘지생활건강,자연퐁 찌든때 걱정없는 솔잎 1.4 리필,9500,,2370,환경표지,0.25,2024-06-01,2027-03-31
8801051331530,(주)엘지생활건강,엘지 아우라 에코 미향탈취 방향제 라벤더향 400mL,9800,,2450,환경표지,0.25,2024-06-01,2024-11-10
8801051233520,(주)엘지생활건강,자연퐁 비린내 걱정없는 오렌지 리필 1.6kg,9900,107-81-98143,2470,환경표지,0.25,2024-06-01,2027-03-31
8801051209631,(주)엘지생활건강,한입 100% 과탄산소다_에이 1kg,9900,,2470,환경표지,0.25,2024-06-01,2024-06-20
8801051231106,(주)엘지생활건강,자연퐁 비린내 걱정없는 오렌지 3.04L,10500,107-81-98143,2620,환경표지,0.25,2024-06-01,2027-03-31
8801051233513,(주)엘지생활건강,자연퐁 찌든때 걱정없는 솔잎 1.6L,10800,107-81-98143,2700,환경표지,0.25,2024-06-01,2027-03-31
8801051233490,(주)엘지생활건강,자연퐁  비린내  걱정없는  오렌지  3.92L,11000,107-81-98143,2750,환경표지,0.25,2024-06-01,2027-03-31
8801051233483,(주)엘지생활건강,자연퐁 찌든때 걱정없는 솔잎 3.92L,11000,107-81-98143,2750,환경표지,0.25,2024-06-01,2027-03-31
8801051230345,(주)엘지생활건강,뉴퐁퐁 4.2kg,11300,,2820,환경표지,0.25,2024-06-01,2025-08-27
8801051133561,(주)엘지생활건강,자연퐁 비린내 걱정없는 오렌지 주방세제 리필_1.8L,11900,,2970,환경표지,0.25,2024-06-01,2027-03-31
8801051133745,(주)엘지생활건강,자연퐁 찌든때 걱정없는 솔잎 주방세제 리필_1.8L,11900,,2970,환경표지,0.25,2024-06-01,2027-03-31
8801051231090,(주)엘지생활건강,자연퐁 찌든때 걱정없는 솔잎 용기 3.04L,12500,,3120,환경표지,0.25,2024-06-01,2027-03-31
8801051215977,(주)엘지생활건강,한입 100% 과탄산소다_에이 2kg,15100,,3770,환경표지,0.25,2024-06-01,2024-06-20
8801051459500,(주)엘지생활건강,"비욘드 딥모이스처 크리미 바디워시 [300mL, PET]",17000,107-81-98143,2550,저탄소제품,0.15,2024-06-01,2026-07-30
8801051234107,(주)엘지생활건강,퐁퐁 레몬식초 3000ml,17750,,4430,환경표지,0.25,2024-06-01,2025-06-21
8801051232523,(주)엘지생활건강,퐁퐁 베이킹소다 3000ml,17750,,4430,환경표지,0.25,2024-06-01,2025-06-21
8801051459524,(주)엘지생활건강,"비욘드 딥모이스처 스무딩 바디에멀전 [300mL, PET]",20000,107-81-98143,3000,저탄소제품,0.15,2024-06-01,2026-07-30
8801051233568,(주)엘지생활건강,뉴퐁퐁 13.7L,26400,,6600,환경표지,0.25,2024-06-01,2025-08-27
8801051459494,(주)엘지생활건강,"비욘드 딥모이스처 크리미 바디워시 [500mL, PET]",27000,107-81-98143,4050,저탄소제품,0.15,2024-06-01,2026-07-30
8801051459517,(주)엘지생활건강,"비욘드 딥모이스처 스무딩 바디에멀전 [500mL, PET]",28000,107-81-98143,4200,저탄소제품,0.15,2024-06-01,2026-07-30
8801308448578,(주)우신냉장,유어스)아이스컵 미디엄(M)190G,700,603-81-58896,30,환경성적,0.05,2024-06-01,2026-06-29
8801308447274,(주)우신냉장,유어스)아이스컵 라지(L)240G,900,603-81-58896,40,환경성적,0.05,2024-06-01,2026-06-29
8801308448585,(주)우신냉장,유어스)아이스컵 라지(L)240G_우신냉장,900,,40,환경성적,0.05,2024-06-01,2026-06-29
8809530710111,(주)유니코테크,유니케어 다목적 세정제 플러스,5000,899-88-00465,1250,환경표지,0.25,2024-06-01,2024-08-06
8809233793305,(주)자연과함께,꽃이피는아침 액체세탁세제 800mL 리필,3700,303-81-41665,920,환경표지,0.25,2024-06-01,2025-04-04
8809233793084,(주)자연과함께,꽃이피는아침 주방세제 500g,4000,303-81-41665,1000,환경표지,0.25,2024-06-01,2025-04-04
8809233793077,(주)자연과함께,꽃이피는아침 주방세제 2kg,6000,303-81-41665,1500,환경표지,0.25,2024-06-01,2025-04-04
8809233792209,(주)자연과함께,꽃이피는아침 액체세탁세제 1300mL,6200,303-81-41665,1550,환경표지,0.25,2024-06-01,2025-04-04
8809233790038,(주)자연과함께,꽃이피는아침 주방세제 3kg,7100,303-81-41665,1770,환경표지,0.25,2024-06-01,2025-04-04
8809233793053,(주)자연과함께,꽃이피는아침 액체세탁세제 1800mL,9000,303-81-41665,2250,환경표지,0.25,2024-06-01,2025-04-04
8809233793169,(주)자연과함께,꽃이피는 아침 세탁세제 1L,9980,,2490,환경표지,0.25,2024-06-01,2025-04-04
8809233793152,(주)자연과함께,꽃이피는 아침 세탁세제 2L,9980,,2490,환경표지,0.25,2024-06-01,2025-04-04
8809233790151,(주)자연과함께,꽃이피는아침 주방세제 15kg,33000,303-81-41665,8250,환경표지,0.25,2024-06-01,2025-04-04
8808024032517,(주)쟈뎅,오늘좋은 복숭아 아이스티 [1.5L],2990,211-81-24727,140,환경성적,0.05,2024-06-01,2026-10-30
8808024032487,(주)쟈뎅,오늘좋은 아메리카노 리얼블랙 [2.1L],3490,211-81-24727,170,환경성적,0.05,2024-06-01,2026-10-30
88000824,(주)정식품,달콤한 베지밀 비(팩),1000,315-81-19977,50,환경성적,0.05,2024-06-01,2024-08-30
88000817,(주)정식품,담백한 베지밀 에이(팩),1000,315-81-19977,50,환경성적,0.05,2024-06-01,2024-08-30
8801033780035,(주)정식품,베지밀 토들러 프리미엄 3 190G x 1EA,1000,315-81-19977,50,환경성적,0.05,2024-06-01,2024-08-30
8801033776250,(주)정식품,베지밀 토들러 프리미엄 2 190G x 1EA,1000,315-81-19977,50,환경성적,0.05,2024-06-01,2024-08-30
8801033776199,(주)정식품,베지밀 인펀트 프리미엄 1 190G x 1EA,1000,315-81-19977,50,환경성적,0.05,2024-06-01,2024-08-30
8809027550435,(주)제이앤이,오늘좋은 스위트&솔티 팝콘 [140g],2490,120-81-54599,120,환경성적,0.05,2024-06-01,2026-12-21
8809027550411,(주)제이앤이,오늘좋은 카라멜맛 팝콘 [170g],2490,120-81-54599,120,환경성적,0.05,2024-06-01,2026-12-21
8809027550404,(주)제이앤이,오늘좋은 오리지널&카라멜 팝콘 [280g],3490,120-81-54599,170,환경성적,0.05,2024-06-01,2026-12-21
8809505660007,(주)좋은아침,좋은아침 점보롤화장지 500mx1겹,30000,608-81-96221,7500,환경표지,0.25,2024-06-01,2025-04-27
8809465290511,(주)진케미칼,파파야플러스 주방세제 300mL 리필,4700,,1170,환경표지,0.25,2024-06-01,2025-05-30
8809465290145,(주)진케미칼,파파야플러스 주방세제 500ml 리필,6000,,1500,환경표지,0.25,2024-06-01,2025-05-30
8809253960152,(주)진케미칼,파파야플러스 주방세제 500ml,6500,,1620,환경표지,0.25,2024-06-01,2025-05-30
8809253960275,(주)진케미칼,파파야플러스 주방세제 500ml,6500,,1620,환경표지,0.25,2024-06-01,2025-05-30
8809253961241,(주)진케미칼,Free9 분말세탁세제 630g,9900,133-81-24524,2470,환경표지,0.25,2024-06-01,2024-09-13
8809253961258,(주)진케미칼,Free9 분말세탁세제 1.3Kg,19800,133-81-24524,4950,환경표지,0.25,2024-06-01,2024-09-13
8809465290153,(주)진케미칼,파파야플러스  액상세탁세제  1000ml 리필,21400,,5350,환경표지,0.25,2024-06-01,2027-03-29
8809465290171,(주)진케미칼,파파야플러스  유아액상세탁세제  1000ml 리필,24000,,6000,환경표지,0.25,2024-06-01,2027-03-29
8809253961005,(주)진케미칼,Free9 분말세탁세제 1.5Kg,27800,133-81-24524,6950,환경표지,0.25,2024-06-01,2024-09-13
8809253961265,(주)진케미칼,Free9 분말세탁세제 2.5Kg,38500,133-81-24524,9620,환경표지,0.25,2024-06-01,2024-09-13
8803529004069,(주)케이씨씨,숲으로홈앤누구나,28000,214-81-70045,4200,환경표지,0.15,2024-06-01,2024-07-06
8809333353768,(주)크리미오,크리미오 식기세척기용 세제 20kg,30000,119-81-93670,7500,환경표지,0.25,2024-06-01,2027-01-15
8809333353676,(주)크리미오,맑은청플러스 식기세척기용 세제 20kg,30000,119-81-93670,7500,환경표지,0.25,2024-06-01,2027-01-15
8801252403005,(주)크린랩,친환경 크린지퍼백(소20매),3830,606-81-10358,570,환경표지,0.15,2024-06-01,2024-07-15
8801252402008,(주)크린랩,크린랩 친환경 크린장갑 100매,5900,,880,환경표지,0.15,2024-06-01,2024-12-31
8801252403012,(주)크린랩,친환경 크린지퍼백(대20매),6170,,920,환경표지,0.15,2024-06-01,2024-07-15
8803903774182,(주)크린피아,노브랜드 깨끗한 주방세제[4L],4580,134-86-01984,220,환경성적,0.05,2024-06-01,2026-11-28
8802829600469,(주)크린하우스,T STANDARD 습기제거제 18입,13980,141-81-27842,690,환경성적,0.05,2024-06-01,2024-11-01
8809304360009,(주)퍼펙트코리아,친환경 싹3 600g,5500,131-81-39749,1370,환경표지,0.25,2024-06-01,2025-11-06
8809123110458,(주)푸른들,하이롱 2kg,3000,,750,환경표지,0.25,2024-06-01,2027-04-07
8809123110441,(주)푸른들,하이롱 1kg,3500,125-86-02766,870,환경표지,0.25,2024-06-01,2027-04-07
8809123110427,(주)푸른들,하이롱 14kg,16000,,4000,환경표지,0.25,2024-06-01,2027-04-07
8809123110434,(주)푸른들,하이롱 17kg,25000,,6250,환경표지,0.25,2024-06-01,2027-04-07
8809238113535,(주)프로엠,맘스케어 유기농 까까 오리지날 [43g],2980,126-86-69566,140,환경성적,0.05,2024-06-01,2024-11-29
8809238111531,(주)프로엠,맘스케유 유기농 까까 곡물과자 [40g],5980,126-86-69566,290,환경성적,0.05,2024-06-01,2024-11-29
8801101884733,(주)피죤,퓨어 버진 모히토 1000 ml,4900,,1220,환경표지,0.25,2024-06-01,2024-12-15
8801101884726,(주)피죤,퓨어 버진 모히토 750 ml,5850,,1460,환경표지,0.25,2024-06-01,2024-12-15
8801101884719,(주)피죤,퓨어 애플밤 750 ml,5850,122-81-11086,1460,환경표지,0.25,2024-06-01,2024-12-15
8801101884740,(주)피죤,퓨어 애플밤 1000 ml,9750,,2430,환경표지,0.25,2024-06-01,2024-12-15
8801101889066,(주)피죤,뽀드득 주방세제 레몬향 3L,14900,,3720,환경표지,0.25,2024-06-01,2027-02-04
8809369580015,(주)한국미라클피플사,은나노스텝 550mL,16000,231-81-05383,4000,환경표지,0.25,2024-06-01,2024-07-14
8809369580022,(주)한국미라클피플사,은나노스텝 1100mL,20000,231-81-05383,5000,환경표지,0.25,2024-06-01,2024-07-14
8807761009974,(주)현대시트,Hyundaesheet 친환경 점착 데코시트,7500,,1120,환경표지,0.15,2024-06-01,2024-12-06
8807761010864,(주)현대시트,Hyundaesheet 친환경 점착 포인트시트,7900,,1180,환경표지,0.15,2024-06-01,2024-12-06
8807761003101,(주)현대시트,Hyundaesheet 친환경 점착 무늬목시트,42500,,6370,환경표지,0.15,2024-06-01,2024-12-06
8809325217146,(주)흥국에프엔비,프레스드 자몽 [900ml],8980,127-86-10281,440,환경성적,0.05,2024-06-01,2024-11-29
8809325214978,(주)흥국에프엔비,프레스드 오렌지 [900ml],8980,127-86-10281,440,환경성적,0.05,2024-06-01,2024-11-29
8809325216064,(주)흥국에프엔비,블렌디드 자두 [900ml],9980,127-86-10281,490,환경성적,0.05,2024-06-01,2024-11-29
